RegionID,SizeRank,RegionName,RegionType,HouseType,State,City,Metro,CountyName,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22
124025,5625,Coral Ridge Isles,Neighborhood,single family home,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,173725,175056,175904,178402,180318,182198,183312,185472,188127,191846,194931,198162,200304,202907,206030,209832,213442,218175,224966,233694,242234,249442,254600,258792,262241,265818,268075,270677,273376,276688,279485,282857,286029,290051,293445,298527,302277,306801,311972,317999,323797,328558,332771,336182,338423,341253,345727,349845,353400,355338,358018,361722,366912,373463,380466,388817,397280,404520,410507,416224,422850,429782,439373,448648,459273,467023,476023,483137,489332,495906,501829,508140,508934,509322,509119,516068,522265,528391,528441,526078,524173,523083,522459,518220,514970,512835,510013,504617,499320,492792,483951,469440,458828,449017,442449,432521,423134,412808,399161,386747,373589,365783,354871,344188,337130,331564,327425,320024,317587,316879,317635,316673,315636,314128,314418,314137,312374,305052,300502,297643,299612,299640,298735,297631,298311,299730,300729,300050,299382,298963,301721,304861,306483,306535,305753,305941,304466,303698,303104,303584,304119,304763,306061,307940,309131,310694,312118,315557,317657,319373,320052,320418,320647,321464,323507,327450,331896,336450,339894,342550,345880,351008,356519,363071,367561,370718,373654,377418,382066,385440,390176,391625,394448,394783,397209,398913,400645,403419,401296,401005,400728,405066,406451,407463,407186,407949,408280,410168,411083,415060,417953,421629,422131,422412,422830,422598,422770,424423,428045,431619,433382,436117,439617,442455,441850,440282,440180,442692,444457,446327,448349,451672,454072,459079,463486,469812,470767,472176,474461,477706,480581,481856,483721,486526,487773,489196,491205,493838,497218,498411,500917,502248,503453,504342,502906,500816,499144,499934,500631,500340,502505,506442,510644,513921,516944,517298,514829,514558,517891,524132,528825,531557,532903,533264,538174,544048,555969,566918,582119,595271,610902,626285,642263,658722,677312,697163,723907,755721,788110,812814
763268,5648,Nautica Isles,Neighborhood,single family home,FL,Greenacres,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,152370,153086,153612,154833,155588,157650,159900,162775,163786,164848,165877,168399,170558,172108,172590,173670,175535,177292,178836,180245,181572,182710,183297,185522,188005,191016,193065,195012,196783,198422,200417,202910,205230,207596,209791,213364,216519,219505,221677,223708,226238,228174,230881,233723,237207,240905,244782,249992,255161,259413,262745,265740,269683,273661,278757,283864,288970,294154,299054,304961,310347,316630,323125,331124,338852,346905,356351,364375,371499,376120,382915,389510,397406,404521,411735,419656,426361,430858,429982,428806,425706,422455,416874,411973,407492,403121,398850,393267,388365,383160,376671,370001,362814,355775,345000,334321,324063,317669,311049,306509,301360,296352,290406,280340,271344,262400,256632,251899,247103,243984,239386,234881,229647,225186,221905,220782,220295,220700,220659,219681,217303,215487,215386,215886,215355,214144,212835,211357,209835,208298,208483,208054,207865,206582,205342,204305,203547,202187,199811,198439,197610,197727,197210,196862,197194,196972,197470,196905,197666,198549,200458,201790,203951,205405,206752,207875,210263,212974,216232,218903,221334,222883,226775,231354,237519,242379,246303,249123,252244,255937,259762,262417,264211,265030,266102,268121,269770,271660,272237,273649,274081,275588,277049,279118,280914,281637,282952,283800,286576,288434,290990,292957,295543,297648,298750,299654,300420,302962,305626,307092,306894,307150,308452,310818,311563,313131,314060,315697,317700,319944,321750,322661,323785,324739,325862,326601,328349,330305,331545,332124,333426,334798,336258,336775,337223,338204,339549,341725,342608,342141,341845,341493,342083,342439,343212,343144,342157,341627,343179,344875,347046,348712,349607,349818,348962,349474,351126,353994,357213,359831,363335,366767,370391,372780,377676,384490,393377,405165,416020,427386,436220,447176,458813,469763,481448,491600,507946,521773,540073,552233
764324,5659,River Bridge,Neighborhood,single family home,FL,Greenacres,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,132225,132610,133078,133760,134335,134714,135716,136519,137614,138031,138651,138909,139250,139664,140513,141437,142268,142995,144240,145659,147201,148371,149455,150397,151061,151723,152630,153813,154956,156009,157742,159751,161715,163054,164698,166277,167857,169210,171130,173334,175842,177839,179958,182378,184925,187540,190239,193422,196513,198865,200915,203154,205917,209498,213883,218101,221900,225163,228967,233694,238448,243956,249697,257237,264601,272136,280027,286559,292368,296276,301385,305403,310264,314797,319755,325508,329489,333195,333721,334199,332744,330419,326857,323793,321107,317642,312279,305721,299508,294800,289226,284467,279381,275591,270974,264622,257926,253248,249157,245866,240875,236071,229842,221985,215188,208938,204234,200284,195934,192406,187493,183511,179759,177823,176683,175001,173177,172017,172276,172623,172919,172597,172826,172202,171116,169224,167805,167414,167145,166886,167122,167057,166731,166018,165633,165077,163633,161366,159369,158184,157488,156442,155849,155619,156059,155782,155826,155405,155498,155480,156406,157549,159457,161246,163727,165942,168628,170572,173227,175825,178819,180891,183187,185932,189628,193756,197703,201235,204701,207750,210387,211859,213460,215238,217471,219737,221221,222370,221938,221712,221887,223277,225625,227920,230006,231233,232325,233559,235509,237225,238492,238565,238569,238924,239762,240957,242196,243727,245826,247616,249112,250405,251361,253032,254012,255934,257156,258276,259625,261222,262840,264531,266473,268239,268717,268945,268659,269324,269425,270299,272026,274315,276533,277577,278318,279314,280233,281827,282807,282974,283117,283509,284978,285777,286862,286915,286364,286112,287084,288528,290133,292683,294640,295884,295247,295164,296567,299206,302661,305558,308573,311728,314731,317450,322218,328760,337215,345967,354024,362203,370519,380374,389680,397750,405970,413716,426885,439125,454190,463913
764325,5752,Olive Tree,Neighborhood,single family home,FL,Greenacres,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,125168,125424,125899,126641,127341,127792,128422,128868,129472,129910,130580,131111,131627,132085,132812,133743,134879,136094,137498,138826,140358,142080,143402,144384,144995,146059,147171,148437,149734,151207,153408,155755,157837,159179,160773,162944,165215,167377,169619,172047,174864,177131,179354,181540,183933,186608,189484,192692,195612,197590,199814,202298,205792,209699,214140,218530,222310,226327,230587,235866,240732,246642,252397,259291,264999,271498,279183,286910,294170,299557,305607,310033,315402,320133,325177,331141,335325,338871,338430,338089,336394,333102,327934,323059,319621,316282,311951,306746,301414,296352,290413,285946,281893,278425,274079,267180,260144,253979,249324,244487,239497,234834,231015,226097,221182,215907,209822,205388,200405,197237,192376,188239,184765,182924,181968,179582,177228,175480,176092,177130,178392,178442,178693,178675,177145,174790,171513,170296,169540,169274,167454,165364,163205,163089,162628,161806,160010,157882,155599,154499,153550,152773,152225,151860,152369,151697,151150,149687,149590,150220,152374,153257,154600,155072,156446,157243,159166,160926,164322,167903,171530,174044,176282,179298,184059,189298,192490,194147,195714,198132,200202,201429,203669,206188,208932,211585,213994,216076,219096,221828,224736,226750,229785,232629,234257,234564,234817,235354,237052,239046,241728,244251,245847,247148,247102,248307,249914,252034,253747,254453,254705,255335,256596,258956,259801,261221,262036,263329,264739,266742,269186,271310,273120,274725,275918,276891,278759,281045,283074,284139,285783,287485,289365,290602,291784,293455,295409,297535,298405,297762,298197,299214,300998,301391,302076,301773,300926,300132,300883,302369,304393,306199,307145,307389,306153,305677,306970,310044,313910,316684,318934,322146,325248,329270,334271,341314,349811,359183,367910,376847,384998,394694,404710,413691,422381,430017,443673,456593,471789,481857
763127,5762,Royal Poinciana,Neighborhood,single family home,FL,Lake Worth,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,52259,52311,51956,51242,50781,50657,50885,51083,51252,51441,50924,50673,50672,51118,51560,51866,52174,52117,52112,52613,53963,55795,57352,58281,58939,59452,60512,61370,62257,62931,63386,64024,64308,64392,64351,64520,65106,66001,66941,67990,69077,70177,71031,72313,73396,75127,76504,78128,79729,81349,83369,85344,87237,88737,90544,92454,94800,97356,99837,102301,104481,107514,111078,115732,120389,125227,129677,133606,137161,140220,143707,146670,150374,153418,156868,160042,162792,164717,164722,164601,164306,163950,163248,162798,162575,161670,159788,157097,155042,153320,151727,151218,149940,149088,144694,140641,136146,134086,132195,130798,128451,125830,122028,117616,112234,107639,103623,100907,97220,93693,89397,85010,81300,78266,77128,75791,73951,72010,71048,71565,72101,71349,69982,69572,69242,69464,68991,68265,66826,65384,63971,62057,59556,58166,57167,56374,55008,53514,51413,49854,49219,49121,49396,48459,48757,49126,50299,50401,50368,50609,51062,51635,52016,52757,53793,55627,57242,58414,59546,60668,61896,63277,64686,66350,68442,70532,72553,73913,75167,76466,77550,78689,79945,81195,82447,83127,83809,85856,90276,95031,98081,99273,99975,101228,102628,103806,105502,106994,109854,111410,112393,112542,113212,114914,116665,118846,120409,122400,124119,126312,128625,130492,130254,129833,129558,131881,134507,137922,140451,142461,144362,147036,150145,152034,152881,153457,155285,157114,158549,159676,161310,163084,164666,166316,167957,169666,171200,173149,174991,175646,175996,176151,177482,178624,180530,181270,181738,181571,181886,182544,183714,186536,188815,189768,188875,188283,188985,191026,192961,194984,198172,201936,206299,209570,213565,222238,231897,242975,250453,258155,265871,273363,279758,284447,289703,294436,302515,309393,318842,325691
125782,5792,Plantation Gardens,Neighborhood,single family home,FL,Plantation,Miami-Fort Lauderdale-West Palm Beach,Broward County,165750,165076,166147,167951,170541,172067,172889,173701,174805,176289,178020,180366,182316,185260,189486,194111,198825,203674,209322,218402,224446,231844,238880,244751,249448,250019,250793,247679,244381,241352,242498,244170,248352,251847,254639,256882,258540,261588,266016,272233,277664,282820,287582,292970,299996,306032,310395,313293,317571,325672,331903,337143,339950,344500,349908,354524,359461,362188,365651,370460,375247,381335,387730,397560,408749,418864,428137,437364,445830,454241,459707,466839,470594,473350,472660,476262,480967,487103,489066,488919,489145,489806,492969,494536,495356,493358,489182,483279,478617,468744,459327,448100,440816,436432,428983,420251,408441,399921,390250,383464,373535,368037,358027,348170,341317,333946,329364,320459,315346,310628,306747,302861,297690,294002,289871,287394,283759,281895,282822,283969,285272,286888,288464,290686,291035,290805,289494,287421,284530,279037,276283,276560,278231,277077,276993,276435,275438,272321,270480,271048,271753,272296,271024,270764,271070,271093,271395,272271,274282,274961,275306,278740,282937,286148,285414,286558,289320,292997,295927,298019,301712,304688,307604,311663,316091,321980,326444,330887,334940,339599,343880,345821,348239,348743,350935,349724,348550,345629,346183,349232,353209,356287,356208,357312,357162,360512,363052,365808,367589,371306,373555,376482,377004,378406,378451,379163,382419,386726,390632,392905,392755,395277,397324,399645,398925,398348,399480,402376,404551,406402,408460,410730,412266,414458,416558,419393,420871,422866,425459,426592,428647,430667,433847,435294,435195,434796,434327,434830,435808,437838,439570,440245,440248,441383,441808,441653,441912,443702,446030,446738,448715,452819,458048,463030,466625,469018,468529,469987,474058,483128,491707,499722,505386,510522,517366,525046,537261,550654,567496,583250,598513,610521,620197,628611,638776,649865,663906,685691,707696,727999
273498,5794,Downtown,Neighborhood,single family home,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,142725,140604,142273,142691,145025,142632,141681,141246,143457,146143,148421,151345,153887,158746,165270,172139,177678,184315,191673,200442,208264,216830,229515,242430,255017,256128,252595,245438,243934,243365,244486,243816,245818,249434,253663,257064,258442,263607,268901,275308,278425,282570,285830,291266,295771,296888,297499,295691,299098,301322,304748,307719,315576,326231,337394,344176,351271,357120,363436,367933,375190,383223,393119,403780,414211,424130,434176,445275,453852,460363,464708,470983,476115,484096,488278,496087,497640,502400,500682,500975,499774,496260,491072,485870,485263,484757,484180,480193,473817,468208,458509,450884,440401,434545,427214,419607,410019,403065,392884,386691,376634,370300,360709,354733,346526,336553,325233,316960,315474,314849,314164,311265,307204,303686,301935,301328,300438,294329,286762,279320,276852,279064,281675,283021,282563,281180,281224,280306,279767,278104,273291,269575,264189,262312,260302,258743,258610,257753,257399,255732,255619,255825,260661,265239,269397,270694,271550,275200,278082,280624,280778,281533,284270,288512,293840,300571,308315,313784,317957,322117,329329,335983,341655,346839,351709,354851,357282,360624,364956,368293,372513,373868,377967,378728,382256,381594,382195,383580,381483,379805,375761,377051,376022,378232,379265,382394,384871,387655,390230,393528,393630,391871,387988,386856,386925,387018,389421,393688,397134,399131,400229,404303,409522,413213,411507,408680,406910,409998,410763,410715,410586,411677,413484,415754,418728,420601,417780,414364,413091,413349,414410,414791,415703,416030,414567,414788,417153,420267,422532,421520,422180,421545,422521,422082,422664,422845,423348,424720,425116,425491,427452,432004,436296,438601,439458,439032,436252,435822,438934,446372,453495,459320,463947,468023,473156,478130,484041,490855,501193,512811,525426,536177,546928,556656,569736,581730,597184,614818,637593,659406
125953,5897,Rock Island,Neighborhood,single family home,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,65318,64638,64982,65017,66442,67381,68374,68278,67763,67557,67718,68602,69123,70056,71186,72276,73509,74626,76480,78658,82006,85865,89959,93830,98222,102091,103648,103935,103487,103909,104488,104481,104576,104700,105397,106194,105377,104722,104047,105417,106586,108710,109697,110951,111518,112939,114364,115626,117032,118563,120571,122984,125990,128734,130610,133076,135586,137869,139457,141214,143283,145754,148725,151521,155055,157721,161333,163875,166329,169393,171963,174782,175456,176370,178109,182549,186423,191205,195685,200632,205471,208214,211441,211980,212761,213329,214745,217072,218603,218603,217379,215649,213905,211127,208209,206186,204826,203419,200277,197785,193711,191809,185876,180226,169047,159338,149537,141689,135848,130893,129974,127778,123965,120479,118708,118373,115682,115874,116651,118362,117894,118766,120673,120532,120225,117288,115276,111992,109555,105634,100341,96441,94260,93858,92186,90135,87709,85922,83372,82093,81480,81615,80186,79139,78284,78910,78493,79114,79474,80724,81503,84222,88280,91193,90212,88688,88411,88771,89356,89722,92573,93527,95726,98111,101151,104202,107911,111467,114330,115152,117211,118455,119455,118717,118624,118048,119498,120148,122030,122993,124660,126793,127712,127746,126268,126194,127060,128761,130435,132318,135415,137836,138928,138887,138783,139681,140907,142167,143221,143344,144294,146221,151209,156049,158709,159186,158457,159998,161155,163395,165565,167131,168552,170702,174253,177458,179356,180751,183410,186257,190114,194280,198121,200113,200412,200406,202953,206105,209136,210369,211328,212193,212378,213010,213600,213318,212219,212884,215800,219023,221768,223977,226561,228180,230035,232051,232973,233084,232107,233430,236137,239457,241578,243722,246078,249984,256721,266260,276705,284372,290033,293187,296665,301418,308835,316024,323791,333073,342903,350791
125172,5929,Lyons Park,Neighborhood,single family home,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County,163254,164109,165066,167122,168459,169820,171169,172993,174402,175673,177887,180046,181589,183846,187680,195063,201177,210478,217188,225118,223660,218695,211511,205705,196696,184717,174371,169902,172492,174075,174617,171645,173305,176792,179971,182585,184145,186078,187600,189494,191866,193536,197158,200861,206089,211534,217036,221185,224757,227783,231332,233505,236480,239445,243973,249438,256436,262288,266238,270403,274506,280794,287482,295027,302540,307761,312461,315677,318075,321777,326366,331602,335425,338298,340357,342814,343681,347427,349618,352376,352674,353703,355584,356464,357342,356127,357608,351389,345477,333219,324958,317165,309216,301592,291330,282296,275802,270992,264933,259104,252297,249377,242014,234441,226911,219342,214249,209003,208288,208802,207973,204794,197701,189815,184295,178804,174327,169199,167762,167744,167755,165935,163229,160721,158421,156689,155634,154989,153869,152067,149210,146737,144832,144463,143494,144094,144454,145604,144871,144403,144652,144815,144752,144869,144778,145322,145869,146411,146260,146319,147371,149614,151232,152696,153894,156192,160489,165003,168966,171454,174935,177876,182544,186922,191756,193438,194336,195735,198717,201905,204196,204700,205993,207307,209542,209938,210620,211566,212750,215510,217248,220335,220564,223416,224760,228527,229757,231053,231636,234655,237901,240090,239759,238730,239301,240034,242169,244548,247135,249052,250096,253020,257034,259481,259137,256948,256242,257084,258332,259792,261166,262956,264291,266179,268572,270577,271151,271392,273982,276019,278868,280669,283213,284364,284262,284612,285687,286811,287290,287000,287182,287361,287066,287530,287360,287506,287815,289672,291401,291780,292402,293350,294678,297108,298924,300664,299972,301605,303818,308274,312104,316131,318636,320558,323798,327431,333794,340385,348358,355997,364032,372320,380506,387248,395459,402982,413483,427088,441607,454749
262679,5952,Allen Park,Neighborhood,single family home,FL,North Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,93257,94276,95038,96166,97064,97636,98117,98465,98658,99173,99466,99529,99492,99545,100233,101345,101985,102431,102767,103978,105875,107660,109332,110419,111504,112386,113269,114010,115362,117289,119670,121894,123364,124264,124389,126106,128386,131138,132839,135818,138919,141972,142974,143164,143683,145262,147800,149837,152374,154322,157140,158722,162472,166380,171136,174979,177969,181500,184725,189450,192505,195719,198114,201795,206110,210356,214671,220993,230883,239990,246356,251845,257556,265553,273649,282525,288618,292486,296194,299090,300892,302008,304602,304755,303507,302283,300955,299930,297630,296445,294937,293017,289451,287241,283058,282117,275361,268544,259594,253116,246621,238324,232453,225980,220729,213737,206868,202098,194443,190430,182168,176953,170048,164736,159393,153316,148454,145608,146688,146514,147600,144176,142760,139915,139294,138937,137970,138150,139013,138822,137470,133652,129971,125832,123645,123045,123225,124162,125492,126213,125791,124623,123460,121713,121977,122392,124014,124494,125493,127577,128289,129018,128937,128784,129424,129979,130611,130696,131856,135157,138645,140155,142305,143430,145105,145675,146466,147535,148985,149822,151636,151908,153673,154585,156793,159175,161717,164616,166340,169225,169094,169727,168297,170160,172995,178726,183038,186271,187576,189288,190727,192325,193581,196724,198701,200620,200690,201889,204287,207226,210031,211941,217864,225376,232201,234793,236443,239822,242134,244461,247321,252495,257080,261807,263565,266034,267134,270733,273314,275597,276062,276089,276693,278208,280373,282324,285383,288285,291415,292992,294631,296133,296169,295904,295288,296770,298342,301880,303672,305336,306108,310154,314541,318287,320320,321393,322988,323783,325812,328016,330163,332302,335668,339969,346107,345691,345911,345964,351588,359798,369109,379393,388249,398319,409623,419533,430737,441882,457466,472179
269049,5988,Lake Ridge,Neighborhood,single family home,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,128159,129552,132061,134969,137331,137726,139378,141472,143010,144591,145558,146822,147148,148106,149816,153094,157979,163477,168277,171298,175068,178506,184243,189107,193169,194395,195283,196650,198834,200469,202275,203765,206642,209467,212579,214934,217702,220601,224646,228434,232059,233161,235884,239169,242891,245181,247053,250911,255321,258083,260749,264917,272782,281873,291668,303114,315504,324984,331231,335909,343264,351367,360585,368090,376532,383672,391081,399011,405880,415211,421717,428099,429869,432900,435397,442592,446364,453820,455847,458057,459719,459440,461192,460501,465781,467784,467849,461900,457395,453529,450415,449967,448022,442655,431475,421148,412428,405895,393957,385943,374797,368547,358391,351587,338461,326158,313272,305729,301489,298344,293078,286721,277184,271198,263696,258787,254634,247488,242285,236663,235270,235427,235140,235318,234763,234855,236335,236206,235727,234649,233621,232116,230863,229619,229449,227989,226857,225783,226286,227042,228465,230401,231222,231026,230992,233090,236944,240715,243880,245653,245053,245082,246088,249875,246183,243933,242686,248361,253857,258930,265435,268473,271087,273707,278782,282886,288914,295520,302629,305537,308932,310978,316228,318657,322593,322574,323466,324070,324318,325453,325617,328195,329281,332093,334884,338263,340866,342277,345132,349778,347945,344332,336449,335039,335351,336969,340936,346024,351645,354959,358488,363862,366888,368102,362566,360711,358632,361426,361961,360711,360144,360550,361315,363182,367368,372065,373107,372541,373752,374813,375814,375496,377115,378027,377657,377139,382074,388002,393854,393794,393120,391752,390496,390154,388816,387511,387162,388237,393327,395518,399443,405383,412841,417961,417971,416783,416049,416835,419872,425436,433171,439820,444641,446744,450572,456566,464056,472798,482614,493362,504465,515251,528890,542119,558447,571066,587171,604686,623901,642147
761973,6020,Lesile Estates,Neighborhood,single family home,FL,Miami Gardens,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,93214,93400,92940,93214,93726,95196,95897,96701,97320,98664,99311,100237,100762,101549,101951,102168,102603,103230,104717,105927,106948,106870,107330,107591,108509,109464,110769,111512,111072,111189,111863,113104,113457,113504,114087,115199,116849,117987,118896,119933,122061,124180,125780,126623,128739,131475,134342,135874,136957,138094,139365,140843,142404,145013,147535,150015,151629,153395,155228,157666,159979,162868,165731,169040,172024,175674,179030,182551,187515,192924,197531,199768,202375,205557,210529,215865,221157,225690,229849,233152,235249,236022,238399,241436,243929,246480,247494,249044,249341,249744,250520,251029,250465,249922,248310,247928,243514,238654,232297,227450,222433,216367,209193,200586,193468,185372,179220,171613,162858,155493,147964,144126,141845,142576,143995,145652,144787,143009,137851,131637,127124,122808,125143,130843,140621,145688,145831,140623,136289,132285,130050,126467,121425,119461,121042,126615,128406,125328,119869,114511,111213,109579,108641,110115,109962,108031,102224,95074,90364,87853,88789,90876,95181,100131,101850,100317,96653,94526,93580,92383,91602,92507,94469,96979,97084,96833,95209,93390,93011,92182,92271,92014,92384,92488,91227,89884,89571,91172,94795,99162,100095,101871,102475,105475,105990,106419,107331,108346,109746,108263,107561,106993,109710,111531,111989,110560,109407,110520,112453,115128,116449,117430,119576,122893,127021,129644,131910,136118,138122,139205,137606,139683,142889,146113,149129,152068,155703,157024,157181,155244,154563,153910,155237,156121,158234,159669,162360,164353,167744,170269,171811,172493,173842,176867,178876,180135,179403,180670,182849,186213,188829,192414,195819,197982,197932,196999,196373,196427,197083,197188,197125,199224,204493,210335,214994,215970,218036,220241,225220,229467,234493,239072,244175,249836,256061,262100,269126,274420,281478,288659
125325,6102,Mission Bay,Neighborhood,single family home,FL,Boca Raton,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,199039,200353,200902,202327,203356,204584,205554,206531,207840,209265,210449,211661,213031,214521,215815,217315,219026,220862,223500,226735,230319,233387,235590,237744,239469,241458,243737,246483,249219,251542,254030,256800,259346,261543,263765,266410,268754,271023,273713,276673,279694,281978,284479,287117,290127,293069,296196,300254,304942,308975,312801,316795,322558,328317,334938,340773,346287,352045,357966,364919,370363,376500,381957,389435,396418,406160,417779,429513,438751,444510,450546,455942,463271,470030,478091,487038,495360,501582,503519,504223,503172,501559,498346,493958,488317,483126,478091,470369,462728,453313,443389,431793,422444,413775,405022,394447,385982,380458,374781,369734,363598,359171,354649,347718,340604,333549,328289,323721,319263,315681,311909,307863,302477,297951,294271,292232,292701,294175,296151,296972,297624,297843,298062,297979,297549,297026,296550,296360,295480,293747,292353,290578,288955,287536,285866,285314,284156,281362,277369,274811,274403,273814,272501,271192,271546,271567,273279,273997,275474,276507,277844,279625,281774,284149,286378,288151,291606,295754,300886,306205,311100,314532,317509,320976,326081,331701,337168,342161,345881,348816,350872,351501,352419,353540,355020,356687,356215,356945,358686,362439,364986,365587,366393,368224,369964,370870,371749,372703,374901,376221,377784,378410,379574,380846,381841,383131,383721,384884,385596,385785,384584,384546,385598,388627,390450,393241,394713,395989,396855,398131,399211,400331,401508,402888,403368,403789,405366,407723,408834,408482,408541,410010,412161,413321,413267,413927,415009,417574,418380,417248,416635,416205,417345,417915,418837,418651,417018,416492,417724,419321,421597,424451,426140,426265,424894,425471,428399,432861,438407,442873,447722,451962,456208,459576,465576,473407,484218,496536,510524,524840,539271,554770,570073,584020,597983,611642,634800,657241,685425,705431
