RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22
124381,134,Flagami,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,137952,138640,139107,139985,140343,140844,141777,143035,144433,145462,146464,147289,148070,149182,150574,152304,153936,155579,157329,159081,160588,161561,162571,163952,165832,167684,169209,170882,172390,174033,175902,178341,180845,183124,185240,188220,191335,194593,197183,199684,201646,203817,205114,207271,209353,212343,214819,216701,218668,220866,224026,227412,231738,236135,240824,245463,250543,255429,260341,265613,271085,276490,281271,286357,292700,300113,307311,314052,321592,329005,335165,340285,346047,351079,357624,364001,371291,376400,380686,383258,384679,385347,387219,389759,391183,392943,392726,393971,393162,392708,391191,390158,387637,386060,381453,378380,368691,359084,347894,340126,333334,326012,318286,307991,297315,286649,277807,267951,257534,247443,238370,230265,222717,217156,213584,211234,207811,202631,203979,206183,210212,208559,207645,206781,204954,202110,200252,199137,196823,193535,188896,186316,183472,181738,179733,177952,176164,174502,172294,170455,169609,170532,170919,170082,169559,169030,169294,169720,170685,172528,173875,176090,179155,181525,182566,181488,180733,181991,185036,189083,192337,194708,197532,199631,202057,204361,209123,213639,215878,215669,215376,216621,219729,222816,225224,226335,228828,232914,235752,238417,240078,243391,244648,245794,247381,250283,252643,253481,254864,256166,258971,261618,265381,269049,271873,273991,275586,278093,281524,284700,287465,289772,290412,291850,293489,296633,299751,302603,306012,307950,308922,310459,311297,313218,312634,313757,314591,318452,321996,325542,328291,330412,332908,334384,336327,337686,342007,345012,347968,348147,349197,350279,350404,350668,351118,351614,351964,352500,353138,353546,353972,356972,360699,364245,366864,368204,369651,370949,372068,373691,375130,379497,384893,390164,394727,398103,403576,410014,416167,423141,430323,438571,445536,453341,462298,470413,481366,492002,507258,520511
269072,142,Little Havana,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,115459,116245,116261,116506,117038,117111,117965,118516,120184,121842,123327,124178,124536,124863,126131,126996,128572,130662,132702,133840,135050,137440,140754,144212,147601,150562,152240,153343,154313,155734,158112,160429,161728,161960,162173,163390,165239,167507,170072,173127,175006,176912,177346,179200,181232,183744,185717,188170,191595,195213,198939,202450,207728,213517,219524,224617,229336,235361,241978,248106,253274,258447,263544,268945,274728,282743,290149,297983,305085,310196,313141,315662,320733,325964,333004,340615,348452,353500,357616,360464,362948,364369,366620,368836,369798,370885,370983,373727,374703,373615,370385,367474,362950,359449,354799,353731,347469,341588,332966,326543,319751,313170,307105,299303,291045,284471,279296,271407,264385,256052,251342,239812,227996,217557,209157,202676,196098,190031,186516,183402,182759,180654,178465,176191,175356,173613,172594,171272,171379,170055,166358,165890,166770,169218,166754,164853,161884,160584,158388,157620,156661,157014,157857,158328,157289,154160,152863,153761,156254,158923,161293,162876,164304,164517,166517,167405,169979,172544,176895,180689,183934,187530,192500,196699,200984,205833,210898,214934,215212,216053,215980,216927,218933,221963,225669,227716,230535,234533,237212,239289,239558,241910,242238,244974,247423,250824,252067,254786,258373,260332,262850,262111,263074,263921,266743,270328,271230,273532,278066,285143,291006,295562,296646,298897,299694,302264,305919,309685,312292,310586,308415,308849,309726,310671,309539,308449,307096,308237,311215,315851,318807,322524,325172,327793,329271,331733,336526,339034,340502,339886,341168,341888,342654,343049,343487,342477,341912,341329,340940,341471,344013,349508,354546,359725,360587,359720,357741,359681,363302,367185,369480,374057,380713,387439,394684,396468,402388,407680,417780,426623,433877,440507,445556,452461,459719,468042,477693,487511,503499,517864
269228,190,Alameda - West Flagler,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,151224,152024,152843,154382,155844,157137,158493,159613,160866,162098,163523,164792,165966,167420,168770,170215,171336,172679,174486,176721,178839,179829,180632,181991,183922,185801,187446,189783,191905,194315,196745,199941,202477,205325,207706,211610,215270,218900,221856,224592,227289,230086,232855,236510,240966,245163,249182,251964,255422,258612,263192,267298,272150,276342,281365,286611,292170,297983,303364,309254,314578,319792,324522,330104,337416,346442,355722,364744,373816,381676,388097,393521,399108,403772,410138,417278,425112,429750,433223,435193,437026,438078,439937,442302,443547,445460,445160,445772,444718,444117,443028,441412,437196,433818,428376,424708,413681,401593,389304,380638,372325,362608,351836,339722,327803,317709,309502,299384,289266,278805,268458,257259,246118,238189,230929,225789,220005,215699,214254,213385,214132,213367,213638,213253,212502,210927,210357,210713,210371,207323,203212,200001,198109,196529,194739,193501,192568,191532,189671,187690,187027,188220,189357,188319,187027,185283,185405,185527,186853,188849,191395,194164,197204,198625,199033,198731,198339,199287,201071,204622,207877,210753,214161,217179,220163,222907,228582,234079,237602,238250,238794,240236,242872,245709,248123,249561,252384,256612,259708,262301,263462,265939,266702,269699,272546,275862,277251,277774,279069,278405,279359,281283,285173,288555,290208,292822,295518,299189,303190,306497,308952,310410,311242,314043,316918,320089,322038,323296,324888,325644,326592,328757,330109,333082,333268,335931,337673,341242,344356,346914,348797,350287,351876,352922,353539,354229,358005,361170,364620,366751,369043,371117,371181,372062,372727,373021,372033,372549,372156,372374,372130,375853,379882,383651,386358,388189,389633,390783,391796,393560,394564,398616,404546,411456,418143,421319,426552,431632,437885,444130,450474,459200,467205,476714,485054,493810,503963,514622,531292,547064
123423,220,Allapattah,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,109429,109869,110289,110799,110898,111195,112101,113549,114552,114809,115583,117126,119089,120600,121742,122939,124137,125227,125323,125199,125435,126096,126513,126622,127269,127880,128196,128924,129773,131326,133375,135319,136805,138717,140541,143727,146161,149753,152967,155977,158242,160267,162043,164577,167490,170667,173304,175182,176677,177977,179427,181633,184136,186638,189036,192282,195815,199580,203026,206579,210104,213760,217529,220450,224268,229111,234951,240446,246745,252189,257035,260861,265776,270219,275971,282826,289412,294591,298518,302496,305192,307053,309306,311388,312742,314021,313758,314518,314782,315339,315049,313781,311591,311436,310111,310057,303197,295996,287747,282067,275687,267993,260737,253416,246915,239922,233951,225481,215254,205602,198190,192598,186592,180654,175856,171861,168796,164708,161118,156277,151536,147400,144344,142739,140263,137585,134234,130910,128116,124680,121971,117942,114771,110973,108543,106301,104195,102353,100232,98394,97418,98428,99773,100731,100851,99425,97567,95909,95469,96472,98305,100326,101992,102033,101878,101784,103089,105737,108256,110144,111967,113068,115774,116677,119126,119769,121743,123074,123830,124706,125641,127798,128533,130344,131357,132602,131754,133507,134956,137724,138812,140098,142978,145884,149757,151748,153764,156848,159835,163134,165688,167954,169209,170655,172122,173542,174158,176218,179385,183748,185716,186692,187062,190330,194458,197839,200347,203349,208113,210378,211658,214091,217903,222928,223864,225856,225369,227628,229254,234041,238553,244150,247484,249790,250828,252293,256106,260044,265203,267859,269334,269922,270123,271349,271554,271521,271081,271373,272478,274803,278242,283322,287290,291060,291420,291139,289489,290381,292362,295130,296843,300051,305105,311631,317817,321380,326583,332359,338357,343821,349478,356162,363063,370146,378567,385362,391761,397651,407428,416986
268938,240,Coral Way,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,196783,198343,199230,201169,202232,203889,205496,207076,207849,208408,209015,210116,211849,213477,215212,216679,218650,220294,222633,225069,228142,231483,235714,239127,240868,241787,243834,247323,250772,254829,259989,266021,271263,274841,276891,279730,284639,291773,298882,305138,309848,313774,316694,319695,325056,331195,338335,342570,348283,352831,359181,363548,369677,375884,382896,389884,396414,403385,410101,418191,425589,432981,439577,445751,454128,464407,475348,487056,498692,509104,516453,523363,531798,538938,548274,558475,569874,577670,583867,588447,593177,596252,599692,602180,602609,604303,601853,601724,599386,597512,594122,590198,583930,579076,570852,565626,,529679,506265,488753,474114,463567,454993,441696,426134,409079,396480,382697,371734,361814,352864,344446,336085,329631,322490,315676,311511,308580,309035,307974,307138,304660,303658,303269,303326,301322,298845,295553,291281,285882,282189,278390,273985,268860,265683,263789,261821,260432,260551,260343,260216,260818,261849,262638,262435,261634,261390,262707,265523,269379,272280,276509,279756,283300,286655,291474,296478,302489,309368,318664,325839,331890,338269,346252,352817,360080,368272,377656,381266,382350,382966,385033,386191,386396,386967,388534,391870,396734,399300,402446,403933,407581,409681,413056,416992,420564,422666,424423,426436,428628,430449,433222,435065,438360,440945,445492,449045,453076,457193,461378,464523,467154,467175,467376,468953,470735,472302,470924,471257,472233,474930,477998,479650,481071,479990,480264,481708,484523,487547,489915,492342,492766,492673,492252,494367,495326,498778,500630,505356,508731,511467,512431,511761,512761,513036,512787,513196,514492,515429,513935,513743,517571,521117,522872,522425,521965,521878,522338,524489,525769,528117,533094,542547,550820,559804,564082,573137,582532,595482,608451,622096,636327,648270,662098,677379,694459,710063,726399,748019,772462
220532,309,Central,Neighborhood,FL,FL,North Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,112213,112694,112931,113529,113883,114518,115344,116211,117080,117586,118132,118722,119749,121105,122380,123454,124649,125928,127390,128757,130264,131768,133204,134756,136007,137147,137787,139112,140220,141718,143170,144934,146597,147713,148698,150185,152042,154205,156162,158287,160395,162428,164190,165955,167969,170051,172246,173937,176086,178187,181167,183767,186935,189800,193534,197128,200788,204374,208000,212403,216732,222031,227055,232584,238959,246244,253268,259958,267276,274170,280166,285692,291467,296394,302831,310533,318585,323988,327869,331271,334448,337216,339894,341830,342251,343167,342723,342626,341722,341173,340385,338179,334759,332248,328370,325867,318549,310308,299230,290112,282449,275282,268855,260301,252028,242612,235047,227627,220126,213443,206797,201156,195401,189751,182246,173839,167514,165047,165586,165315,165003,162715,159828,156899,156082,155781,154708,152780,151492,150174,148806,147480,144878,142124,139551,139141,138450,138184,137575,138145,138301,138311,137112,135777,136173,135842,135295,134283,135170,137195,137941,139303,141143,142937,143968,143335,142723,142807,144845,147820,150006,151280,154125,156841,159992,162952,166991,170876,173145,174151,175321,176328,177802,178325,179703,181011,182101,183324,184208,186549,188284,190882,192865,196018,197954,199703,200785,203187,206346,209993,214235,218433,221254,223650,225795,229047,232090,236278,240356,245219,248100,250408,251139,252928,255069,257519,258922,261082,262973,265871,268283,271138,271340,272257,271395,272811,272359,275845,280081,284832,288010,289390,292055,293308,294278,293828,295506,297498,300998,302786,304762,306309,307108,308744,310103,311454,312169,313028,314089,315243,316764,321190,324989,327934,329477,330790,333027,335039,337554,339922,342384,345943,351272,356090,361839,363654,367296,370590,376442,383821,393872,403958,412588,421183,432002,441704,451912,460589,474838,489600
269071,362,Little Haiti,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,105179,105505,105542,106187,107460,109244,110403,110172,110211,109908,110426,109332,109242,108434,107824,106923,106502,107183,108487,109664,111508,112974,114744,115039,114947,115213,116779,117461,118817,120124,122426,124153,124987,126190,126884,128395,130305,132162,134069,136024,138419,140804,142235,143727,145860,148424,150681,151566,152809,154218,157398,160087,163983,166855,170605,174129,178317,183678,188727,193874,198228,202815,207000,211106,216319,223861,231561,239731,248017,256000,262489,267675,273180,278424,285260,292774,300279,305726,310130,314439,317822,319842,321972,324613,325870,326501,324624,325350,325739,325791,323877,321290,318104,315580,312440,310753,306420,301705,297025,291801,285183,276410,268284,260428,253465,246735,239198,231327,221246,212552,203091,194822,187342,180688,175666,171014,168249,166773,163110,158528,152642,150590,148711,147291,144300,141000,138305,134068,129252,122296,117885,115022,114420,113329,112460,111853,110228,108225,106356,104655,103507,103419,103371,103885,104611,105219,104689,104858,105040,105831,106959,109577,112871,112918,112671,110797,111265,112129,114026,115690,117374,120141,124865,129583,133360,135981,139341,141489,142442,142176,144445,147265,151400,155697,159130,162990,166328,169518,172603,176475,181951,185186,188283,192000,197437,203345,205555,208994,211612,215715,219325,223728,228904,233527,236208,236286,237297,238997,243504,247322,250388,253797,258552,265218,271704,274701,276525,278141,281957,284480,283474,283327,281843,285601,286534,288373,286814,287945,290345,294429,298797,301975,304758,306278,310323,315324,321385,325086,327521,328368,329731,330460,331482,332692,333100,332231,330646,331515,333276,336888,338361,342146,343237,344579,343061,343005,342441,343447,343622,347258,352292,360346,369901,378720,387890,395506,404666,413792,424302,434296,444887,456502,466796,477255,484920,495633,505165,515762,531147,549830
55477,513,Brickell,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,487692,489474,490862,494492,498249,502576,504364,505752,506845,510331,513880,518130,522481,526413,530663,534778,541262,548889,557319,566050,574236,582470,587975,590868,593292,597004,602071,607149,612127,618405,625014,630455,634136,639041,644903,652109,660269,670958,681323,688821,693137,696354,700626,705642,712153,717702,723825,727582,732916,735784,742372,748887,759093,767117,774947,781824,791086,801316,813082,826980,842144,856713,870206,882094,898231,918717,941685,964462,987718,1008576,1025730,1037864,1051400,1061965,1078085,1096568,1116918,1131773,1143980,1152779,1158707,1160228,1164151,1165690,1164548,1163094,1158889,1157443,1152442,1147791,1141894,1135609,1124686,1114336,1098445,1092103,1069011,1045244,1015960,990870,970475,950710,937326,915748,891533,867311,849360,829333,809855,792799,776574,762184,748862,745303,738799,732688,723606,720649,703614,684850,668343,667597,669452,672159,675736,678084,679042,679070,679037,675897,675403,689279,701147,712285,711736,712529,711567,708434,706541,704469,703748,706892,712786,717678,725172,728583,733605,738136,745391,754670,762239,773110,784384,795800,811520,821895,831980,839179,851941,868148,880753,891188,898035,908364,917038,926505,940083,951819,964968,967327,969981,971089,974513,979749,984694,993044,1002573,1012966,1017499,1020823,1022706,1024860,1028719,1032320,1037433,1038858,1039097,1042841,1048296,1051698,1056516,1058235,1060674,1061066,1060897,1057668,1050248,1040949,1036287,1031300,1027873,1023146,1017603,1013626,1009075,1008615,1007559,1008126,1004858,1000997,997375,997021,995917,996336,992338,990216,987131,988465,991061,993417,995830,992997,987240,979237,978824,978861,980204,974675,970737,966872,966666,962950,956569,952239,948504,943450,937171,936691,939386,943607,943431,948648,949115,951002,936746,922306,909593,909277,909163,908037,906455,910828,916739,923969,936268,947088,963499,974734,990084,1004054,1021475,1038626,1055347,1075849,1100025,1122844,1145056,1168319,1205513,1246037
269093,518,Liberty City,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,95957,95910,96270,96487,96647,97075,97704,97643,97473,96688,96698,96771,97255,97248,97002,97279,98404,99430,100343,101694,102869,103554,103629,103304,102457,101806,102161,103339,104762,105928,107645,109197,110032,111128,112226,114640,117184,119443,121063,122271,123998,125251,126639,128426,131075,132894,134295,135158,136748,137653,139946,141765,145092,147881,150927,154062,156640,159871,162317,165415,167717,170042,172072,174340,177971,182779,188049,192738,198010,202749,206331,208791,211461,214394,218082,222611,227387,231803,236113,239833,242338,244301,247073,250475,252789,254277,253954,253898,253574,253725,254209,255119,254636,254398,251561,250227,244044,238939,231822,227206,222504,218705,213809,208334,202541,197032,192175,186346,180448,172955,165586,160368,156217,151507,146249,141887,138573,133416,129561,125156,122306,119252,117027,115157,111900,109011,106159,103875,101037,97024,93545,90384,88337,85481,83971,82733,81295,79144,77074,75379,72707,70802,69763,70352,71011,70695,70591,70074,68953,67864,67979,69654,71165,71807,70789,70141,70671,73549,76478,77919,77788,77733,79830,82259,84868,86096,87814,88491,89841,90482,91188,91986,93609,97016,98072,98635,98583,100285,101990,103686,104090,104525,103334,103029,105197,108921,111829,112381,112452,113634,116371,120495,124022,126997,128837,131118,131423,132877,134242,137495,141501,145496,148248,149674,150593,152260,154081,157709,163186,167246,170239,171868,174587,178771,182326,185840,186784,189015,191791,196990,201924,205645,208319,209344,212414,215963,221585,224680,227199,227775,229181,230937,233590,235998,236946,237695,238357,240549,241935,243593,244235,247219,250095,253030,255477,257715,259900,262361,265139,268803,270804,274204,277934,282318,287282,290670,296336,300924,306600,312500,319926,329134,337323,345591,354588,362882,371700,378670,388612,396534
623416,547,Flamingo Lummus,Neighborhood,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,389900,388786,391791,394799,401856,407318,413912,422461,431229,437708,441203,443301,449436,453327,461609,467959,474834,481902,488864,496107,499233,504170,509369,514515,517725,526452,535269,544084,546824,547091,548131,546333,546003,544865,546889,552564,559186,567620,573546,581370,587420,595238,600619,604718,609145,612621,619330,623581,629798,634635,645617,654234,663909,672070,686875,701219,713552,720939,732317,747433,764123,778374,789212,800171,817005,839955,866027,889745,915499,937158,958590,977295,999140,1017263,1037724,1060402,1083727,1100074,1111374,1116385,1120621,1119895,1124329,1130302,1132973,1137927,1135707,1138947,1136922,1127094,1117455,1101527,1089543,1080006,1071790,1067091,1042783,1016999,985829,964250,948196,938562,930626,913078,890810,864846,844852,823622,807006,791985,777551,761309,743887,733347,723638,722592,721356,725235,711654,697608,684532,682547,684331,685839,689968,689149,685786,680535,673861,667894,664814,682999,696894,711518,706708,709328,709420,710086,708292,708521,711804,719308,726437,729999,734961,738999,745318,749870,757064,771745,779906,790305,795237,809499,824318,839962,854213,868889,887085,904369,919791,930084,944607,958655,968099,976517,1000026,1022385,1038065,1034336,1036993,1043469,1052958,1064066,1077495,1092680,1113577,1130252,1143061,1145683,1150629,1154683,1157779,1163522,1169064,1172871,1179040,1190291,1206846,1209770,1214122,1221388,1231943,1238222,1233205,1228858,1218242,1210728,1205213,1203380,1203789,1199168,1196494,1186508,1188270,1186299,1186747,1178424,1171640,1171100,1169397,1174134,1176204,1184209,1182666,1182360,1171906,1167371,1161781,1162484,1160523,1153631,1145188,1131778,1125728,1123960,1130668,1130300,1127914,1120956,1119423,1113888,1112577,1107360,1102546,1087848,1075631,1072595,1075371,1077059,1068468,1070127,1074703,1079223,1072480,1063377,1057844,1054912,1055789,1058372,1058370,1060784,1069193,1089877,1115985,1145175,1175323,1203282,1228300,1259120,1288933,1314637,1329405,1350929,1384278,1416533,1457338,1495911,1555062,1606516
